data,timeStamp,dataType,units,sensorType,supervisorID
34.84,03/22/2020-23:46:25,Humidity,%,BME280,2
840.65,03/22/2020-23:46:25,Pressure,hPa,BME280,2
1547.42,03/22/2020-23:46:25,Elevation,m,BME280,2
196.2392731,03/22/2020-17:46:26,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038875,03/22/2020-17:46:26,raw Voltage,V,ADC1115_Pyra,1
17.38,03/22/2020-23:46:27,Temperature,C,BME280,2
35.17,03/22/2020-23:46:27,Humidity,%,BME280,2
840.64,03/22/2020-23:46:27,Pressure,hPa,BME280,2
1548,03/22/2020-23:46:27,Elevation,m,BME280,2
196.8702675,03/22/2020-17:46:27,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039,03/22/2020-17:46:27,raw Voltage,V,ADC1115_Pyra,1
195.6082786,03/22/2020-17:46:28,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:28,raw Voltage,V,ADC1115_Pyra,1
17.38,03/22/2020-23:46:28,Temperature,C,BME280,2
35.02,03/22/2020-23:46:28,Humidity,%,BME280,2
840.61,03/22/2020-23:46:28,Pressure,hPa,BME280,2
1547.7,03/22/2020-23:46:28,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:29,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:29,raw Voltage,V,ADC1115_Pyra,1
17.39,03/22/2020-23:46:29,Temperature,C,BME280,2
34.93,03/22/2020-23:46:29,Humidity,%,BME280,2
840.65,03/22/2020-23:46:29,Pressure,hPa,BME280,2
1547.77,03/22/2020-23:46:29,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:30,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:30,raw Voltage,V,ADC1115_Pyra,1
17.38,03/22/2020-23:46:30,Temperature,C,BME280,2
35.01,03/22/2020-23:46:30,Humidity,%,BME280,2
840.73,03/22/2020-23:46:30,Pressure,hPa,BME280,2
1546.87,03/22/2020-23:46:30,Elevation,m,BME280,2
196.2392731,03/22/2020-17:46:31,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038875,03/22/2020-17:46:31,raw Voltage,V,ADC1115_Pyra,1
17.38,03/22/2020-23:46:31,Temperature,C,BME280,2
34.84,03/22/2020-23:46:31,Humidity,%,BME280,2
840.66,03/22/2020-23:46:31,Pressure,hPa,BME280,2
1547.46,03/22/2020-23:46:31,Elevation,m,BME280,2
196.2392731,03/22/2020-17:46:32,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038875,03/22/2020-17:46:32,raw Voltage,V,ADC1115_Pyra,1
17.38,03/22/2020-23:46:32,Temperature,C,BME280,2
34.91,03/22/2020-23:46:32,Humidity,%,BME280,2
840.5,03/22/2020-23:46:32,Pressure,hPa,BME280,2
1549.08,03/22/2020-23:46:32,Elevation,m,BME280,2
194.9772842,03/22/2020-17:46:33,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:46:33,raw Voltage,V,ADC1115_Pyra,1
17.38,03/22/2020-23:46:34,Temperature,C,BME280,2
34.87,03/22/2020-23:46:34,Humidity,%,BME280,2
840.62,03/22/2020-23:46:34,Pressure,hPa,BME280,2
1547.95,03/22/2020-23:46:34,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:34,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:34,raw Voltage,V,ADC1115_Pyra,1
195.6082786,03/22/2020-17:46:35,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:35,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:35,Temperature,C,BME280,2
35.04,03/22/2020-23:46:35,Humidity,%,BME280,2
840.63,03/22/2020-23:46:35,Pressure,hPa,BME280,2
1548.3,03/22/2020-23:46:35,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:36,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:36,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:36,Temperature,C,BME280,2
34.92,03/22/2020-23:46:36,Humidity,%,BME280,2
840.67,03/22/2020-23:46:36,Pressure,hPa,BME280,2
1547.13,03/22/2020-23:46:36,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:37,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:37,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:37,Temperature,C,BME280,2
35.17,03/22/2020-23:46:37,Humidity,%,BME280,2
840.66,03/22/2020-23:46:37,Pressure,hPa,BME280,2
1547.7,03/22/2020-23:46:37,Elevation,m,BME280,2
194.9772842,03/22/2020-17:46:38,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:46:38,raw Voltage,V,ADC1115_Pyra,1
17.38,03/22/2020-23:46:38,Temperature,C,BME280,2
34.85,03/22/2020-23:46:38,Humidity,%,BME280,2
840.6,03/22/2020-23:46:38,Pressure,hPa,BME280,2
1547.75,03/22/2020-23:46:38,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:39,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:39,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:39,Temperature,C,BME280,2
35.02,03/22/2020-23:46:39,Humidity,%,BME280,2
840.67,03/22/2020-23:46:39,Pressure,hPa,BME280,2
1547.24,03/22/2020-23:46:39,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:40,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:40,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:41,Temperature,C,BME280,2
34.81,03/22/2020-23:46:41,Humidity,%,BME280,2
840.63,03/22/2020-23:46:41,Pressure,hPa,BME280,2
1547.93,03/22/2020-23:46:41,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:41,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:41,raw Voltage,V,ADC1115_Pyra,1
195.6082786,03/22/2020-17:46:42,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:42,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:42,Temperature,C,BME280,2
35.06,03/22/2020-23:46:42,Humidity,%,BME280,2
840.67,03/22/2020-23:46:42,Pressure,hPa,BME280,2
1547.24,03/22/2020-23:46:42,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:43,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:43,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:43,Temperature,C,BME280,2
35.12,03/22/2020-23:46:43,Humidity,%,BME280,2
840.73,03/22/2020-23:46:43,Pressure,hPa,BME280,2
1546.71,03/22/2020-23:46:43,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:44,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:44,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:44,Temperature,C,BME280,2
35.21,03/22/2020-23:46:44,Humidity,%,BME280,2
840.77,03/22/2020-23:46:44,Pressure,hPa,BME280,2
1546.71,03/22/2020-23:46:44,Elevation,m,BME280,2
194.9772842,03/22/2020-17:46:45,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:46:45,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:46:45,Temperature,C,BME280,2
35.14,03/22/2020-23:46:45,Humidity,%,BME280,2
840.75,03/22/2020-23:46:45,Pressure,hPa,BME280,2
1546.87,03/22/2020-23:46:45,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:46,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:46,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:47,Temperature,C,BME280,2
34.99,03/22/2020-23:46:47,Humidity,%,BME280,2
840.71,03/22/2020-23:46:47,Pressure,hPa,BME280,2
1547.45,03/22/2020-23:46:47,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:47,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:47,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:48,Temperature,C,BME280,2
35,03/22/2020-23:46:48,Humidity,%,BME280,2
840.73,03/22/2020-23:46:48,Pressure,hPa,BME280,2
1546.7,03/22/2020-23:46:48,Elevation,m,BME280,2
194.9772842,03/22/2020-17:46:48,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:46:48,raw Voltage,V,ADC1115_Pyra,1
194.3462898,03/22/2020-17:46:49,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:46:49,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:49,Temperature,C,BME280,2
35.1,03/22/2020-23:46:49,Humidity,%,BME280,2
840.73,03/22/2020-23:46:49,Pressure,hPa,BME280,2
1546.81,03/22/2020-23:46:49,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:50,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:50,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:50,Temperature,C,BME280,2
35.06,03/22/2020-23:46:50,Humidity,%,BME280,2
840.73,03/22/2020-23:46:50,Pressure,hPa,BME280,2
1546.8,03/22/2020-23:46:50,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:51,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:51,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:51,Temperature,C,BME280,2
35.13,03/22/2020-23:46:51,Humidity,%,BME280,2
840.77,03/22/2020-23:46:51,Pressure,hPa,BME280,2
1546.7,03/22/2020-23:46:51,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:52,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:52,raw Voltage,V,ADC1115_Pyra,1
17.38,03/22/2020-23:46:52,Temperature,C,BME280,2
35.22,03/22/2020-23:46:52,Humidity,%,BME280,2
840.66,03/22/2020-23:46:52,Pressure,hPa,BME280,2
1547.78,03/22/2020-23:46:52,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:53,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:53,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:46:54,Temperature,C,BME280,2
35,03/22/2020-23:46:54,Humidity,%,BME280,2
840.62,03/22/2020-23:46:54,Pressure,hPa,BME280,2
1547.4,03/22/2020-23:46:54,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:54,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:54,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:55,Temperature,C,BME280,2
35.07,03/22/2020-23:46:55,Humidity,%,BME280,2
840.8,03/22/2020-23:46:55,Pressure,hPa,BME280,2
1546.42,03/22/2020-23:46:55,Elevation,m,BME280,2
195.6082786,03/22/2020-17:46:55,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03875,03/22/2020-17:46:55,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:46:56,Temperature,C,BME280,2
35.11,03/22/2020-23:46:56,Humidity,%,BME280,2
840.69,03/22/2020-23:46:56,Pressure,hPa,BME280,2
1547.22,03/22/2020-23:46:56,Elevation,m,BME280,2
194.9772842,03/22/2020-17:46:56,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:46:56,raw Voltage,V,ADC1115_Pyra,1
194.3462898,03/22/2020-17:46:57,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:46:57,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:57,Temperature,C,BME280,2
35.09,03/22/2020-23:46:57,Humidity,%,BME280,2
840.61,03/22/2020-23:46:57,Pressure,hPa,BME280,2
1547.76,03/22/2020-23:46:57,Elevation,m,BME280,2
194.9772842,03/22/2020-17:46:58,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:46:58,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:58,Temperature,C,BME280,2
35.08,03/22/2020-23:46:58,Humidity,%,BME280,2
840.68,03/22/2020-23:46:58,Pressure,hPa,BME280,2
1547.44,03/22/2020-23:46:58,Elevation,m,BME280,2
194.9772842,03/22/2020-17:46:59,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:46:59,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:46:59,Temperature,C,BME280,2
35.05,03/22/2020-23:46:59,Humidity,%,BME280,2
840.59,03/22/2020-23:46:59,Pressure,hPa,BME280,2
1548.01,03/22/2020-23:46:59,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:00,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:00,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:01,Temperature,C,BME280,2
35.11,03/22/2020-23:47:01,Humidity,%,BME280,2
840.66,03/22/2020-23:47:01,Pressure,hPa,BME280,2
1547.72,03/22/2020-23:47:01,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:01,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:01,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:02,Temperature,C,BME280,2
35.12,03/22/2020-23:47:02,Humidity,%,BME280,2
840.73,03/22/2020-23:47:02,Pressure,hPa,BME280,2
1546.9,03/22/2020-23:47:02,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:02,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:02,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:03,Temperature,C,BME280,2
35.06,03/22/2020-23:47:03,Humidity,%,BME280,2
840.63,03/22/2020-23:47:03,Pressure,hPa,BME280,2
1547.7,03/22/2020-23:47:03,Elevation,m,BME280,2
194.9772842,03/22/2020-17:47:03,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:47:03,raw Voltage,V,ADC1115_Pyra,1
194.3462898,03/22/2020-17:47:04,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:04,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:47:04,Temperature,C,BME280,2
35.04,03/22/2020-23:47:04,Humidity,%,BME280,2
840.64,03/22/2020-23:47:04,Pressure,hPa,BME280,2
1547.47,03/22/2020-23:47:04,Elevation,m,BME280,2
194.9772842,03/22/2020-17:47:05,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:47:05,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:47:05,Temperature,C,BME280,2
35.02,03/22/2020-23:47:05,Humidity,%,BME280,2
840.71,03/22/2020-23:47:05,Pressure,hPa,BME280,2
1547.39,03/22/2020-23:47:05,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:06,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:06,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:06,Temperature,C,BME280,2
35.2,03/22/2020-23:47:06,Humidity,%,BME280,2
840.7,03/22/2020-23:47:06,Pressure,hPa,BME280,2
1547.24,03/22/2020-23:47:06,Elevation,m,BME280,2
194.9772842,03/22/2020-17:47:07,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:47:07,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:08,Temperature,C,BME280,2
34.93,03/22/2020-23:47:08,Humidity,%,BME280,2
840.71,03/22/2020-23:47:08,Pressure,hPa,BME280,2
1546.99,03/22/2020-23:47:08,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:08,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:08,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:09,Temperature,C,BME280,2
35.04,03/22/2020-23:47:09,Humidity,%,BME280,2
840.65,03/22/2020-23:47:09,Pressure,hPa,BME280,2
1547.19,03/22/2020-23:47:09,Elevation,m,BME280,2
194.9772842,03/22/2020-17:47:09,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:47:09,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:10,Temperature,C,BME280,2
35.11,03/22/2020-23:47:10,Humidity,%,BME280,2
840.73,03/22/2020-23:47:10,Pressure,hPa,BME280,2
1547.06,03/22/2020-23:47:10,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:10,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:10,raw Voltage,V,ADC1115_Pyra,1
194.3462898,03/22/2020-17:47:11,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:11,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:11,Temperature,C,BME280,2
35.1,03/22/2020-23:47:11,Humidity,%,BME280,2
840.82,03/22/2020-23:47:11,Pressure,hPa,BME280,2
1546.13,03/22/2020-23:47:11,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:12,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:12,raw Voltage,V,ADC1115_Pyra,1
17.37,03/22/2020-23:47:12,Temperature,C,BME280,2
35.19,03/22/2020-23:47:12,Humidity,%,BME280,2
840.68,03/22/2020-23:47:12,Pressure,hPa,BME280,2
1547.46,03/22/2020-23:47:12,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:13,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:13,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:14,Temperature,C,BME280,2
35.23,03/22/2020-23:47:14,Humidity,%,BME280,2
840.66,03/22/2020-23:47:14,Pressure,hPa,BME280,2
1547.39,03/22/2020-23:47:14,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:14,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:14,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:15,Temperature,C,BME280,2
35.02,03/22/2020-23:47:15,Humidity,%,BME280,2
840.62,03/22/2020-23:47:15,Pressure,hPa,BME280,2
1548.06,03/22/2020-23:47:15,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:15,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:15,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:16,Temperature,C,BME280,2
35.06,03/22/2020-23:47:16,Humidity,%,BME280,2
840.64,03/22/2020-23:47:16,Pressure,hPa,BME280,2
1547.59,03/22/2020-23:47:16,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:16,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:16,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:17,Temperature,C,BME280,2
35.07,03/22/2020-23:47:17,Humidity,%,BME280,2
840.7,03/22/2020-23:47:17,Pressure,hPa,BME280,2
1546.81,03/22/2020-23:47:17,Elevation,m,BME280,2
194.9772842,03/22/2020-17:47:17,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038625,03/22/2020-17:47:17,raw Voltage,V,ADC1115_Pyra,1
194.3462898,03/22/2020-17:47:18,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:18,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:18,Temperature,C,BME280,2
35.2,03/22/2020-23:47:18,Humidity,%,BME280,2
840.71,03/22/2020-23:47:18,Pressure,hPa,BME280,2
1546.73,03/22/2020-23:47:18,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:19,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:19,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:19,Temperature,C,BME280,2
35.19,03/22/2020-23:47:19,Humidity,%,BME280,2
840.77,03/22/2020-23:47:19,Pressure,hPa,BME280,2
1546.28,03/22/2020-23:47:19,Elevation,m,BME280,2
193.0843009,03/22/2020-17:47:20,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03825,03/22/2020-17:47:20,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:21,Temperature,C,BME280,2
35.07,03/22/2020-23:47:21,Humidity,%,BME280,2
840.64,03/22/2020-23:47:21,Pressure,hPa,BME280,2
1547.8,03/22/2020-23:47:21,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:21,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:21,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:22,Temperature,C,BME280,2
35.02,03/22/2020-23:47:22,Humidity,%,BME280,2
840.67,03/22/2020-23:47:22,Pressure,hPa,BME280,2
1547.55,03/22/2020-23:47:22,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:22,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:22,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:23,Temperature,C,BME280,2
35,03/22/2020-23:47:23,Humidity,%,BME280,2
840.71,03/22/2020-23:47:23,Pressure,hPa,BME280,2
1547.16,03/22/2020-23:47:23,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:23,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:23,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:24,Temperature,C,BME280,2
35.14,03/22/2020-23:47:24,Humidity,%,BME280,2
840.66,03/22/2020-23:47:24,Pressure,hPa,BME280,2
1547.78,03/22/2020-23:47:24,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:24,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:24,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:25,Temperature,C,BME280,2
35.08,03/22/2020-23:47:25,Humidity,%,BME280,2
840.67,03/22/2020-23:47:25,Pressure,hPa,BME280,2
1547.63,03/22/2020-23:47:25,Elevation,m,BME280,2
193.0843009,03/22/2020-17:47:25,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03825,03/22/2020-17:47:25,raw Voltage,V,ADC1115_Pyra,1
194.3462898,03/22/2020-17:47:26,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:26,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:26,Temperature,C,BME280,2
35.01,03/22/2020-23:47:26,Humidity,%,BME280,2
840.72,03/22/2020-23:47:26,Pressure,hPa,BME280,2
1547.22,03/22/2020-23:47:26,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:27,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:27,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:28,Temperature,C,BME280,2
35.09,03/22/2020-23:47:28,Humidity,%,BME280,2
840.79,03/22/2020-23:47:28,Pressure,hPa,BME280,2
1546.47,03/22/2020-23:47:28,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:28,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:28,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:29,Temperature,C,BME280,2
35.26,03/22/2020-23:47:29,Humidity,%,BME280,2
840.73,03/22/2020-23:47:29,Pressure,hPa,BME280,2
1546.6,03/22/2020-23:47:29,Elevation,m,BME280,2
193.0843009,03/22/2020-17:47:29,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03825,03/22/2020-17:47:29,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:30,Temperature,C,BME280,2
34.9,03/22/2020-23:47:30,Humidity,%,BME280,2
840.68,03/22/2020-23:47:30,Pressure,hPa,BME280,2
1547.36,03/22/2020-23:47:30,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:30,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:30,raw Voltage,V,ADC1115_Pyra,1
17.36,03/22/2020-23:47:31,Temperature,C,BME280,2
35.06,03/22/2020-23:47:31,Humidity,%,BME280,2
840.74,03/22/2020-23:47:31,Pressure,hPa,BME280,2
1547.07,03/22/2020-23:47:31,Elevation,m,BME280,2
194.3462898,03/22/2020-17:47:31,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0385,03/22/2020-17:47:31,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:32,Temperature,C,BME280,2
35.04,03/22/2020-23:47:32,Humidity,%,BME280,2
840.79,03/22/2020-23:47:32,Pressure,hPa,BME280,2
1546.39,03/22/2020-23:47:32,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:32,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:32,raw Voltage,V,ADC1115_Pyra,1
193.7152953,03/22/2020-17:47:33,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:33,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:34,Temperature,C,BME280,2
34.91,03/22/2020-23:47:34,Humidity,%,BME280,2
840.77,03/22/2020-23:47:34,Pressure,hPa,BME280,2
1546.68,03/22/2020-23:47:34,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:34,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:34,raw Voltage,V,ADC1115_Pyra,1
17.34,03/22/2020-23:47:35,Temperature,C,BME280,2
35.17,03/22/2020-23:47:35,Humidity,%,BME280,2
840.77,03/22/2020-23:47:35,Pressure,hPa,BME280,2
1546.69,03/22/2020-23:47:35,Elevation,m,BME280,2
193.0843009,03/22/2020-17:47:35,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03825,03/22/2020-17:47:35,raw Voltage,V,ADC1115_Pyra,1
17.34,03/22/2020-23:47:36,Temperature,C,BME280,2
35.16,03/22/2020-23:47:36,Humidity,%,BME280,2
840.7,03/22/2020-23:47:36,Pressure,hPa,BME280,2
1547.75,03/22/2020-23:47:36,Elevation,m,BME280,2
193.0843009,03/22/2020-17:47:36,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03825,03/22/2020-17:47:36,raw Voltage,V,ADC1115_Pyra,1
17.34,03/22/2020-23:47:37,Temperature,C,BME280,2
35.02,03/22/2020-23:47:37,Humidity,%,BME280,2
840.76,03/22/2020-23:47:37,Pressure,hPa,BME280,2
1547.01,03/22/2020-23:47:37,Elevation,m,BME280,2
193.7152953,03/22/2020-17:47:37,solar irradiance,w/m^2,ADC1115_Pyra,1
0.038375,03/22/2020-17:47:37,raw Voltage,V,ADC1115_Pyra,1
17.34,03/22/2020-23:47:38,Temperature,C,BME280,2
35.09,03/22/2020-23:47:38,Humidity,%,BME280,2
840.69,03/22/2020-23:47:38,Pressure,hPa,BME280,2
1547.47,03/22/2020-23:47:38,Elevation,m,BME280,2
193.0843009,03/22/2020-17:47:39,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03825,03/22/2020-17:47:39,raw Voltage,V,ADC1115_Pyra,1
17.35,03/22/2020-23:47:39,Temperature,C,BME280,2
34.91,03/22/2020-23:47:39,Humidity,%,BME280,2
